Durations: Step: 9548.14ms, Load: 2886.58ms, Logits: 0.10ms, Save: 0.00ms, Print: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 4015.96ms, Save: 56.24ms, Logits: 0.36ms, Print: 0.08ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3830.53ms, Save: 65.33ms, Logits: 0.36ms, Print: 0.09ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3872.10ms, Save: 66.23ms, Logits: 0.34ms, Print: 0.18ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3844.66ms, Save: 55.17ms, Logits: 0.32ms, Print: 0.11ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3903.52ms, Save: 57.85ms, Logits: 0.34ms, Print: 0.09ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3973.90ms, Save: 58.57ms, Logits: 0.33ms, Print: 0.08ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3919.68ms, Save: 57.59ms, Logits: 0.33ms, Print: 0.08ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3942.19ms, Save: 56.40ms, Logits: 0.32ms, Print: 0.07ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 4030.98ms, Save: 60.32ms, Logits: 0.35ms, Print: 0.08ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3781.32ms, Save: 60.64ms, Logits: 0.33ms, Print: 0.09ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3735.43ms, Save: 58.94ms, Logits: 0.34ms, Print: 0.11ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3902.78ms, Save: 59.24ms, Logits: 0.36ms, Print: 0.09ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3985.67ms, Save: 59.09ms, Logits: 0.37ms, Print: 0.11ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3970.87ms, Save: 56.32ms, Logits: 0.38ms, Print: 0.09ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 4008.91ms, Save: 58.49ms, Logits: 0.38ms, Print: 0.13ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 4029.68ms, Save: 57.54ms, Logits: 0.38ms, Print: 0.08ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 4053.98ms, Save: 64.88ms, Logits: 0.38ms, Print: 0.08ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 4057.96ms, Save: 59.32ms, Logits: 0.37ms, Print: 0.09ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 4048.61ms, Save: 63.02ms, Logits: 0.37ms, Print: 0.09ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 4120.14ms, Save: 57.41ms, Logits: 0.38ms, Print: 0.14ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 4120.74ms, Save: 62.10ms, Logits: 0.39ms, Print: 0.08ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3878.87ms, Save: 60.72ms, Logits: 0.37ms, Print: 0.13ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3728.72ms, Save: 58.63ms, Logits: 0.37ms, Print: 0.07ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3816.99ms, Save: 60.41ms, Logits: 0.38ms, Print: 0.13ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3841.19ms, Save: 57.85ms, Logits: 0.36ms, Print: 0.11ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3979.11ms, Save: 63.77ms, Logits: 0.39ms, Print: 0.12ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 4205.98ms, Save: 66.32ms, Logits: 0.39ms, Print: 0.11ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 4032.99ms, Save: 64.45ms, Logits: 0.38ms, Print: 0.08ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 4027.14ms, Save: 62.55ms, Logits: 0.38ms, Print: 0.08ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 4035.72ms, Save: 64.10ms, Logits: 0.38ms, Print: 0.08ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3986.46ms, Save: 60.25ms, Logits: 0.37ms, Print: 0.10ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 4070.62ms, Save: 61.38ms, Logits: 0.39ms, Print: 0.14ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 4164.62ms, Save: 59.41ms, Logits: 0.42ms, Print: 0.09ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 4121.26ms, Save: 61.49ms, Logits: 0.39ms, Print: 0.17ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 4065.83ms, Save: 59.21ms, Logits: 0.40ms, Print: 0.09ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 4078.65ms, Save: 60.37ms, Logits: 0.39ms, Print: 0.10ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 4053.27ms, Save: 55.06ms, Logits: 0.37ms, Print: 0.09ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 4178.12ms, Save: 58.97ms, Logits: 0.40ms, Print: 0.08ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 4036.04ms, Save: 56.33ms, Logits: 0.39ms, Print: 0.13ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 4248.68ms, Save: 58.84ms, Logits: 0.40ms, Print: 0.08ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 4205.73ms, Save: 59.89ms, Logits: 0.40ms, Print: 0.14ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 4198.66ms, Save: 64.72ms, Logits: 0.39ms, Print: 0.14ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 4117.15ms, Save: 57.38ms, Logits: 0.39ms, Print: 0.09ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 4049.70ms, Save: 61.06ms, Logits: 0.39ms, Print: 0.11ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 4080.24ms, Save: 59.14ms, Logits: 0.38ms, Print: 0.08ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 4124.33ms, Save: 58.87ms, Logits: 0.39ms, Print: 0.08ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 4058.89ms, Save: 62.77ms, Logits: 0.38ms, Print: 0.28ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 4113.74ms, Save: 56.39ms, Logits: 0.37ms, Print: 0.09ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3978.21ms, Save: 55.39ms, Logits: 0.39ms, Print: 0.13ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 4031.95ms, Save: 62.27ms, Logits: 0.39ms, Print: 0.09ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 4003.52ms, Save: 61.83ms, Logits: 0.37ms, Print: 0.08ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3942.40ms, Save: 57.34ms, Logits: 0.38ms, Print: 0.10ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 4066.25ms, Save: 55.65ms, Logits: 0.39ms, Print: 0.12ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3970.10ms, Save: 59.70ms, Logits: 0.36ms, Print: 0.08ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3925.13ms, Save: 60.58ms, Logits: 0.37ms, Print: 0.08ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3997.41ms, Save: 60.28ms, Logits: 0.40ms, Print: 0.09ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3960.98ms, Save: 58.50ms, Logits: 0.38ms, Print: 0.11ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 4074.48ms, Save: 58.21ms, Logits: 0.39ms, Print: 0.10ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3974.53ms, Save: 57.50ms, Logits: 0.37ms, Print: 0.28ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 4069.21ms, Save: 58.33ms, Logits: 0.38ms, Print: 0.08ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 4055.68ms, Save: 60.21ms, Logits: 0.38ms, Print: 0.10ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 4006.44ms, Save: 61.50ms, Logits: 0.38ms, Print: 0.10ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3965.50ms, Save: 62.52ms, Logits: 0.38ms, Print: 0.08ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 4009.63ms, Save: 59.80ms, Logits: 0.38ms, Print: 0.09ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 4001.89ms, Save: 63.00ms, Logits: 0.38ms, Print: 0.08ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 4011.12ms, Save: 56.59ms, Logits: 0.37ms, Print: 0.08ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 4098.30ms, Save: 60.86ms, Logits: 0.37ms, Print: 0.08ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 4084.28ms, Save: 62.34ms, Logits: 0.39ms, Print: 0.08ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3995.54ms, Save: 58.02ms, Logits: 0.38ms, Print: 0.08ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 4115.80ms, Save: 60.93ms, Logits: 0.41ms, Print: 0.09ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 4057.51ms, Save: 57.42ms, Logits: 0.38ms, Print: 0.09ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3949.86ms, Save: 58.89ms, Logits: 0.38ms, Print: 0.08ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3958.25ms, Save: 61.06ms, Logits: 0.37ms, Print: 0.08ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3925.07ms, Save: 60.90ms, Logits: 0.36ms, Print: 0.09ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3994.64ms, Save: 60.84ms, Logits: 0.43ms, Print: 0.17ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3909.97ms, Save: 55.49ms, Logits: 0.37ms, Print: 0.09ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3957.49ms, Save: 56.77ms, Logits: 0.38ms, Print: 0.12ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3883.78ms, Save: 59.00ms, Logits: 0.37ms, Print: 0.08ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3953.34ms, Save: 60.08ms, Logits: 0.36ms, Print: 0.18ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 4039.32ms, Save: 56.32ms, Logits: 0.36ms, Print: 0.08ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3987.61ms, Save: 59.35ms, Logits: 0.37ms, Print: 0.08ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 4011.01ms, Save: 62.13ms, Logits: 0.39ms, Print: 0.09ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 4093.52ms, Save: 57.10ms, Logits: 0.38ms, Print: 0.12ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3938.39ms, Save: 60.52ms, Logits: 0.37ms, Print: 0.08ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3972.39ms, Save: 58.10ms, Logits: 0.36ms, Print: 0.13ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3869.23ms, Save: 60.78ms, Logits: 0.37ms, Print: 0.09ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3840.72ms, Save: 56.92ms, Logits: 0.37ms, Print: 0.13ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3745.18ms, Save: 58.27ms, Logits: 0.36ms, Print: 0.10ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3787.16ms, Save: 61.20ms, Logits: 0.36ms, Print: 0.08ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3808.77ms, Save: 57.92ms, Logits: 0.36ms, Print: 0.10ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3739.68ms, Save: 60.37ms, Logits: 0.36ms, Print: 0.13ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 4084.63ms, Save: 58.37ms, Logits: 0.38ms, Print: 0.09ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3797.08ms, Save: 61.01ms, Logits: 0.36ms, Print: 0.08ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 4157.98ms, Save: 60.21ms, Logits: 0.38ms, Print: 0.21ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3990.59ms, Save: 56.80ms, Logits: 0.37ms, Print: 0.11ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 4031.70ms, Save: 59.18ms, Logits: 0.37ms, Print: 0.08ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 4087.01ms, Save: 58.41ms, Logits: 0.37ms, Print: 0.20ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 4017.32ms, Save: 57.43ms, Logits: 0.36ms, Print: 0.08ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 4344.01ms, Save: 61.78ms, Logits: 0.40ms, Print: 0.10ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 4207.31ms, Save: 67.70ms, Logits: 0.37ms, Print: 0.13ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 4225.47ms, Save: 60.47ms, Logits: 0.38ms, Print: 0.15ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 4012.84ms, Save: 55.08ms, Logits: 0.36ms, Print: 0.09ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 4002.19ms, Save: 62.87ms, Logits: 0.37ms, Print: 0.17ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 4417.59ms, Save: 59.67ms, Logits: 0.44ms, Print: 0.13ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 4357.86ms, Save: 61.36ms, Logits: 0.39ms, Print: 0.19ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3971.34ms, Save: 59.82ms, Logits: 0.37ms, Print: 0.09ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 4830.79ms, Save: 59.41ms, Logits: 0.42ms, Print: 0.12ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 5619.10ms, Save: 63.19ms, Logits: 0.48ms, Print: 0.13ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 4461.52ms, Save: 60.48ms, Logits: 0.41ms, Print: 0.16ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 4601.72ms, Save: 60.69ms, Logits: 0.41ms, Print: 0.21ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 4563.38ms, Save: 68.58ms, Logits: 0.39ms, Print: 0.22ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 4045.91ms, Save: 62.71ms, Logits: 0.39ms, Print: 0.28ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3950.59ms, Save: 58.01ms, Logits: 0.39ms, Print: 0.10ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 6304.43ms, Save: 62.55ms, Logits: 0.85ms, Print: 0.42ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 4159.11ms, Save: 60.76ms, Logits: 0.47ms, Print: 0.16ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 4517.27ms, Save: 58.43ms, Print: 1.35ms, Logits: 0.46ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 4609.34ms, Save: 59.94ms, Print: 0.96ms, Logits: 0.53ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 4419.67ms, Save: 58.20ms, Logits: 0.52ms, Print: 0.34ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 4245.11ms, Save: 59.93ms, Logits: 0.46ms, Print: 0.16ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 4288.39ms, Save: 60.73ms, Logits: 0.45ms, Print: 0.32ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 4188.80ms, Save: 59.78ms, Logits: 0.41ms, Print: 0.28ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 4228.19ms, Save: 63.65ms, Logits: 0.45ms, Print: 0.11ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 4039.62ms, Save: 63.30ms, Logits: 0.39ms, Print: 0.15ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 4123.88ms, Save: 62.14ms, Logits: 0.45ms, Print: 0.12ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 4082.91ms, Save: 56.92ms, Logits: 0.46ms, Print: 0.12ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3873.19ms, Save: 59.09ms, Logits: 0.39ms, Print: 0.24ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3581.82ms, Save: 58.57ms, Logits: 0.36ms, Print: 0.08ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3484.34ms, Save: 58.21ms, Logits: 0.35ms, Print: 0.06ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 4013.17ms, Save: 61.05ms, Logits: 0.49ms, Print: 0.11ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3516.84ms, Save: 59.08ms, Print: 0.65ms, Logits: 0.34ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3626.68ms, Save: 57.11ms, Logits: 0.35ms, Print: 0.06ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3611.64ms, Save: 60.60ms, Logits: 0.36ms, Print: 0.07ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3674.58ms, Save: 57.22ms, Logits: 0.37ms, Print: 0.06ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3668.22ms, Save: 58.59ms, Logits: 0.35ms, Print: 0.07ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3636.44ms, Save: 55.49ms, Logits: 0.35ms, Print: 0.09ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3597.01ms, Save: 55.63ms, Logits: 0.35ms, Print: 0.06ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3583.17ms, Save: 56.52ms, Logits: 0.35ms, Print: 0.09ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3778.85ms, Save: 59.40ms, Logits: 0.41ms, Print: 0.06ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 15727.58ms, Save: 231.26ms, Logits: 1.54ms, Print: 0.19ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 11252.36ms, Save: 54.75ms, Logits: 0.97ms, Print: 0.14ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3534.69ms, Save: 59.15ms, Print: 0.77ms, Logits: 0.36ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3585.86ms, Save: 59.77ms, Logits: 0.35ms, Print: 0.10ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3635.23ms, Save: 56.36ms, Logits: 0.37ms, Print: 0.06ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3783.93ms, Save: 59.70ms, Logits: 0.38ms, Print: 0.12ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3679.32ms, Save: 57.05ms, Logits: 0.36ms, Print: 0.06ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3912.57ms, Save: 63.54ms, Logits: 0.37ms, Print: 0.11ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3912.32ms, Save: 58.72ms, Logits: 0.38ms, Print: 0.11ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3806.12ms, Save: 57.58ms, Logits: 0.37ms, Print: 0.10ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3762.97ms, Save: 59.03ms, Logits: 0.37ms, Print: 0.10ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3741.78ms, Save: 58.96ms, Logits: 0.37ms, Print: 0.07ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3764.75ms, Save: 59.44ms, Logits: 0.38ms, Print: 0.07ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3727.26ms, Save: 59.95ms, Logits: 0.37ms, Print: 0.11ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3753.89ms, Save: 61.78ms, Logits: 0.37ms, Print: 0.10ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3833.39ms, Save: 61.32ms, Logits: 0.38ms, Print: 0.09ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3794.88ms, Save: 59.32ms, Logits: 0.37ms, Print: 0.10ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3874.76ms, Save: 59.78ms, Logits: 0.39ms, Print: 0.07ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3800.21ms, Save: 57.72ms, Logits: 0.36ms, Print: 0.10ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 4057.99ms, Save: 56.70ms, Logits: 0.38ms, Print: 0.10ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3899.94ms, Save: 58.22ms, Logits: 0.37ms, Print: 0.10ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3721.80ms, Save: 61.17ms, Logits: 0.37ms, Print: 0.07ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3753.53ms, Save: 57.87ms, Logits: 0.37ms, Print: 0.10ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3912.43ms, Save: 63.07ms, Logits: 0.37ms, Print: 0.10ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3859.42ms, Save: 58.12ms, Logits: 0.36ms, Print: 0.12ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3809.14ms, Save: 58.74ms, Logits: 0.35ms, Print: 0.08ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3844.32ms, Save: 60.51ms, Logits: 0.37ms, Print: 0.11ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3723.32ms, Save: 57.51ms, Logits: 0.36ms, Print: 0.08ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3823.56ms, Save: 63.07ms, Logits: 0.36ms, Print: 0.10ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3747.93ms, Save: 55.80ms, Logits: 0.36ms, Print: 0.10ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3661.55ms, Save: 57.95ms, Logits: 0.36ms, Print: 0.11ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3676.34ms, Save: 60.86ms, Logits: 0.36ms, Print: 0.08ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3678.92ms, Save: 60.87ms, Logits: 0.36ms, Print: 0.12ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3694.51ms, Save: 58.66ms, Logits: 0.36ms, Print: 0.10ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3693.85ms, Save: 59.81ms, Logits: 0.36ms, Print: 0.09ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3701.31ms, Save: 56.93ms, Logits: 0.36ms, Print: 0.14ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3678.17ms, Save: 58.70ms, Logits: 0.36ms, Print: 0.10ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3696.14ms, Save: 59.62ms, Logits: 0.38ms, Print: 0.10ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3679.76ms, Save: 58.68ms, Logits: 0.37ms, Print: 0.12ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3723.05ms, Save: 60.17ms, Logits: 0.36ms, Print: 0.12ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3718.62ms, Save: 61.39ms, Logits: 0.37ms, Print: 0.07ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3667.34ms, Save: 56.77ms, Logits: 0.36ms, Print: 0.09ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
